type,time,duration,coords/0/lat,coords/0/lng,coords/1/lat,coords/1/lng,coords/2/lat,coords/2/lng,coords/3/lat,coords/3/lng,coords/4/lat,coords/4/lng,coords/5/lat,coords/5/lng,coords/6/lat,coords/6/lng,coords/7/lat,coords/7/lng,coords/8/lat,coords/8/lng,coords/9/lat,coords/9/lng,coords/10/lat,coords/10/lng,coords/11/lat,coords/11/lng,coords/12/lat,coords/12/lng,coords/13/lat,coords/13/lng,coords/14/lat,coords/14/lng,coords/15/lat,coords/15/lng,coords/16/lat,coords/16/lng,coords/17/lat,coords/17/lng,coords/18/lat,coords/18/lng,coords/19/lat,coords/19/lng,coords/20/lat,coords/20/lng,coords/21/lat,coords/21/lng,coords/22/lat,coords/22/lng,coords/23/lat,coords/23/lng,coords/24/lat,coords/24/lng,coords/25/lat,coords/25/lng,coords/26/lat,coords/26/lng,coords/27/lat,coords/27/lng,coords/28/lat,coords/28/lng,coords/29/lat,coords/29/lng,coords/30/lat,coords/30/lng,coords/31/lat,coords/31/lng,coords/32/lat,coords/32/lng,coords/33/lat,coords/33/lng,coords/34/lat,coords/34/lng,coords/35/lat,coords/35/lng,coords/36/lat,coords/36/lng,coords/37/lat,coords/37/lng,coords/38/lat,coords/38/lng,coords/39/lat,coords/39/lng,coords/40/lat,coords/40/lng,coords/41/lat,coords/41/lng,coords/42/lat,coords/42/lng,coords/43/lat,coords/43/lng,coords/44/lat,coords/44/lng,coords/45/lat,coords/45/lng,coords/46/lat,coords/46/lng,coords/47/lat,coords/47/lng,coords/48/lat,coords/48/lng,coords/49/lat,coords/49/lng,coords/50/lat,coords/50/lng,coords/51/lat,coords/51/lng,coords/52/lat,coords/52/lng,coords/53/lat,coords/53/lng,coords/54/lat,coords/54/lng,coords/55/lat,coords/55/lng,coords/56/lat,coords/56/lng,coords/57/lat,coords/57/lng,coords/58/lat,coords/58/lng,coords/59/lat,coords/59/lng,coords/60/lat,coords/60/lng,coords/61/lat,coords/61/lng,coords/62/lat,coords/62/lng,coords/63/lat,coords/63/lng,coords/64/lat,coords/64/lng,coords/65/lat,coords/65/lng,coords/66/lat,coords/66/lng,coords/67/lat,coords/67/lng,coords/68/lat,coords/68/lng,coords/69/lat,coords/69/lng,coords/70/lat,coords/70/lng,coords/71/lat,coords/71/lng,coords/72/lat,coords/72/lng,coords/73/lat,coords/73/lng,coords/74/lat,coords/74/lng,coords/75/lat,coords/75/lng,coords/76/lat,coords/76/lng,coords/77/lat,coords/77/lng,coords/78/lat,coords/78/lng,coords/79/lat,coords/79/lng,coords/80/lat,coords/80/lng,coords/81/lat,coords/81/lng,coords/82/lat,coords/82/lng,coords/83/lat,coords/83/lng,coords/84/lat,coords/84/lng,coords/85/lat,coords/85/lng,coords/86/lat,coords/86/lng,coords/87/lat,coords/87/lng
Laufen,2017-12-24T13:45,10,52,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
running,2017-11-30T11:22:17.891Z,36,52.2840038,8.023614199999999,52.2840038,8.023614199999999,52.284003999999996,8.023610699999999,52.284003999999996,8.023610699999999,52.2840038,8.023614199999999,52.284003999999996,8.023610699999999,52.284003999999996,8.023610699999999,52.2839983,8.0236161,52.2839983,8.0236161,52.284003999999996,8.023610699999999,52.284003999999996,8.023610699999999,52.2840044,8.0236095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laufen,2017-11-30T11:58:25.591Z,54,52.2839883,8.023531,52.2839883,8.023531,52.283987800000006,8.0235313,52.2839883,8.023531,52.2839883,8.023531,52.28398800000001,8.023536199999999,52.28398800000001,8.023536199999999,52.2839886,8.0235365,52.2839886,8.0235365,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.2839886,8.0235365,52.2839886,8.0235365,52.2839886,8.0235365,52.2839886,8.0235365,52.28398800000001,8.023536199999999,52.2839886,8.0235365,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283991699999994,8.0235312,52.2839886,8.0235365,52.2839886,8.0235365,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.28398800000001,8.023536199999999,52.28398800000001,8.023536199999999,52.2839912,8.0235371,52.2839886,8.0235365,52.2839886,8.0235365,52.2839886,8.0235365,52.2839886,8.0235365,52.2839886,8.0235365,52.2839886,8.0235365,52.28398800000001,8.023536199999999,52.2839886,8.0235365,52.2839886,8.0235365,52.2839886,8.0235365,52.2839886,8.0235365,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.2839873,8.023530599999999,52.2839886,8.0235365,52.2839886,8.0235365,52.283987499999995,8.0235315,52.283987499999995,8.0235315,52.2839873,8.023530599999999,52.2839873,8.023530599999999,52.2839873,8.023530599999999,52.2839873,8.023530599999999,52.2839873,8.023530599999999,52.2839873,8.023530599999999,52.2839873,8.023530599999999,52.283991699999994,8.0235312,52.283991699999994,8.0235312,52.283991699999994,8.0235312,52.283987499999995,8.0235315,52.283987499999995,8.0235315,52.2839873,8.023530599999999,52.2839873,8.023530599999999,52.2839873,8.023530599999999,52.2839873,8.023530599999999,52.2839873,8.023530599999999,52.283991699999994,8.0235312,52.283987499999995,8.0235315,52.283987499999995,8.0235315,52.283987499999995,8.0235315,52.283991699999994,8.0235312,52.283991699999994,8.0235312,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.28398800000001,8.023536199999999,52.2839886,8.0235365
Laufen,2017-11-30T12:00:40.621Z,168,52.2839883,8.023531,52.2839883,8.023531,52.283987800000006,8.0235313,52.2839883,8.023531,52.2839883,8.023531,52.28398800000001,8.023536199999999,52.28398800000001,8.023536199999999,52.2839886,8.0235365,52.2839886,8.0235365,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.2839886,8.0235365,52.2839886,8.0235365,52.2839886,8.0235365,52.2839886,8.0235365,52.28398800000001,8.023536199999999,52.2839886,8.0235365,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283991699999994,8.0235312,52.2839886,8.0235365,52.2839886,8.0235365,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.28398800000001,8.023536199999999,52.28398800000001,8.023536199999999,52.2839912,8.0235371,52.2839886,8.0235365,52.2839886,8.0235365,52.2839886,8.0235365,52.2839886,8.0235365,52.2839886,8.0235365,52.2839886,8.0235365,52.28398800000001,8.023536199999999,52.2839886,8.0235365,52.2839886,8.0235365,52.2839886,8.0235365,52.2839886,8.0235365,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.2839873,8.023530599999999,52.2839886,8.0235365,52.2839886,8.0235365,52.283987499999995,8.0235315,52.283987499999995,8.0235315,52.2839873,8.023530599999999,52.2839873,8.023530599999999,52.2839873,8.023530599999999,52.2839873,8.023530599999999,52.2839873,8.023530599999999,52.2839873,8.023530599999999,52.2839873,8.023530599999999,52.283991699999994,8.0235312,52.283991699999994,8.0235312,52.283991699999994,8.0235312,52.283987499999995,8.0235315,52.283987499999995,8.0235315,52.2839873,8.023530599999999,52.2839873,8.023530599999999,52.2839873,8.023530599999999,52.2839873,8.023530599999999,52.2839873,8.023530599999999,52.283991699999994,8.0235312,52.283987499999995,8.0235315,52.283987499999995,8.0235315,52.283987499999995,8.0235315,52.283991699999994,8.0235312,52.283991699999994,8.0235312,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.28398800000001,8.023536199999999,52.2839886,8.0235365
Laufen,2017-11-30T12:03:38.113Z,240,52.2839883,8.023531,52.2839883,8.023531,52.283987800000006,8.0235313,52.2839883,8.023531,52.2839883,8.023531,52.28398800000001,8.023536199999999,52.28398800000001,8.023536199999999,52.2839886,8.0235365,52.2839886,8.0235365,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.2839886,8.0235365,52.2839886,8.0235365,52.2839886,8.0235365,52.2839886,8.0235365,52.28398800000001,8.023536199999999,52.2839886,8.0235365,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283991699999994,8.0235312,52.2839886,8.0235365,52.2839886,8.0235365,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.28398800000001,8.023536199999999,52.28398800000001,8.023536199999999,52.2839912,8.0235371,52.2839886,8.0235365,52.2839886,8.0235365,52.2839886,8.0235365,52.2839886,8.0235365,52.2839886,8.0235365,52.2839886,8.0235365,52.28398800000001,8.023536199999999,52.2839886,8.0235365,52.2839886,8.0235365,52.2839886,8.0235365,52.2839886,8.0235365,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.2839873,8.023530599999999,52.2839886,8.0235365,52.2839886,8.0235365,52.283987499999995,8.0235315,52.283987499999995,8.0235315,52.2839873,8.023530599999999,52.2839873,8.023530599999999,52.2839873,8.023530599999999,52.2839873,8.023530599999999,52.2839873,8.023530599999999,52.2839873,8.023530599999999,52.2839873,8.023530599999999,52.283991699999994,8.0235312,52.283991699999994,8.0235312,52.283991699999994,8.0235312,52.283987499999995,8.0235315,52.283987499999995,8.0235315,52.2839873,8.023530599999999,52.2839873,8.023530599999999,52.2839873,8.023530599999999,52.2839873,8.023530599999999,52.2839873,8.023530599999999,52.283991699999994,8.0235312,52.283987499999995,8.0235315,52.283987499999995,8.0235315,52.283987499999995,8.0235315,52.283991699999994,8.0235312,52.283991699999994,8.0235312,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.28398800000001,8.023536199999999,52.2839886,8.0235365
Laufen,2017-11-30T12:04:59.804Z,258,52.2839883,8.023531,52.2839883,8.023531,52.283987800000006,8.0235313,52.2839883,8.023531,52.2839883,8.023531,52.28398800000001,8.023536199999999,52.28398800000001,8.023536199999999,52.2839886,8.0235365,52.2839886,8.0235365,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.2839886,8.0235365,52.2839886,8.0235365,52.2839886,8.0235365,52.2839886,8.0235365,52.28398800000001,8.023536199999999,52.2839886,8.0235365,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283991699999994,8.0235312,52.2839886,8.0235365,52.2839886,8.0235365,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.28398800000001,8.023536199999999,52.28398800000001,8.023536199999999,52.2839912,8.0235371,52.2839886,8.0235365,52.2839886,8.0235365,52.2839886,8.0235365,52.2839886,8.0235365,52.2839886,8.0235365,52.2839886,8.0235365,52.28398800000001,8.023536199999999,52.2839886,8.0235365,52.2839886,8.0235365,52.2839886,8.0235365,52.2839886,8.0235365,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.2839873,8.023530599999999,52.2839886,8.0235365,52.2839886,8.0235365,52.283987499999995,8.0235315,52.283987499999995,8.0235315,52.2839873,8.023530599999999,52.2839873,8.023530599999999,52.2839873,8.023530599999999,52.2839873,8.023530599999999,52.2839873,8.023530599999999,52.2839873,8.023530599999999,52.2839873,8.023530599999999,52.283991699999994,8.0235312,52.283991699999994,8.0235312,52.283991699999994,8.0235312,52.283987499999995,8.0235315,52.283987499999995,8.0235315,52.2839873,8.023530599999999,52.2839873,8.023530599999999,52.2839873,8.023530599999999,52.2839873,8.023530599999999,52.2839873,8.023530599999999,52.283991699999994,8.0235312,52.283987499999995,8.0235315,52.283987499999995,8.0235315,52.283987499999995,8.0235315,52.283991699999994,8.0235312,52.283991699999994,8.0235312,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.28398800000001,8.023536199999999,52.2839886,8.0235365
Laufen,2017-11-30T12:05:23.968Z,264,52.2839883,8.023531,52.2839883,8.023531,52.283987800000006,8.0235313,52.2839883,8.023531,52.2839883,8.023531,52.28398800000001,8.023536199999999,52.28398800000001,8.023536199999999,52.2839886,8.0235365,52.2839886,8.0235365,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.2839886,8.0235365,52.2839886,8.0235365,52.2839886,8.0235365,52.2839886,8.0235365,52.28398800000001,8.023536199999999,52.2839886,8.0235365,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283991699999994,8.0235312,52.2839886,8.0235365,52.2839886,8.0235365,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.28398800000001,8.023536199999999,52.28398800000001,8.023536199999999,52.2839912,8.0235371,52.2839886,8.0235365,52.2839886,8.0235365,52.2839886,8.0235365,52.2839886,8.0235365,52.2839886,8.0235365,52.2839886,8.0235365,52.28398800000001,8.023536199999999,52.2839886,8.0235365,52.2839886,8.0235365,52.2839886,8.0235365,52.2839886,8.0235365,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.2839873,8.023530599999999,52.2839886,8.0235365,52.2839886,8.0235365,52.283987499999995,8.0235315,52.283987499999995,8.0235315,52.2839873,8.023530599999999,52.2839873,8.023530599999999,52.2839873,8.023530599999999,52.2839873,8.023530599999999,52.2839873,8.023530599999999,52.2839873,8.023530599999999,52.2839873,8.023530599999999,52.283991699999994,8.0235312,52.283991699999994,8.0235312,52.283991699999994,8.0235312,52.283987499999995,8.0235315,52.283987499999995,8.0235315,52.2839873,8.023530599999999,52.2839873,8.023530599999999,52.2839873,8.023530599999999,52.2839873,8.023530599999999,52.2839873,8.023530599999999,52.283991699999994,8.0235312,52.283987499999995,8.0235315,52.283987499999995,8.0235315,52.283987499999995,8.0235315,52.283991699999994,8.0235312,52.283991699999994,8.0235312,52.283987800000006,8.0235313,52.283987800000006,8.0235313,52.28398800000001,8.023536199999999,52.2839886,8.0235365
Laufen,2017-11-30T12:09:20.897Z,9,52.283991699999994,8.0235312,52.2839873,8.0235298,52.2839873,8.0235298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laufen,2017-11-30T12:09:46.194Z,18,52.2839873,8.0235298,52.2839873,8.023530599999999,52.283991699999994,8.0235312,52.283991699999994,8.0235312,52.2839873,8.0235311,52.2839873,8.0235298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laufen,2017-11-30T12:09:58.994Z,6,52.2839873,8.023530599999999,52.283991699999994,8.0235312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
